statefip,year,race,bmprison,wmprison,bmpop,wmpop,error,crack,alcohol,income,ur,poverty,black,perc1519,aidscapita,state,parole,probation,capacity_rated,capacity_operational,capacity_design,bmprate,wmprate
20.0,1990.0,1.0,1876.0,3211.0,72839,1115608,0.0,1.17019,1.79,18085,4.35,10.3,6.036761,6.9244995,3.8285625,Kansas,5751.0,22183,,5405.0,,2575.5432,287.8251
20.0,1991.0,1.0,2014.0,3178.0,73172,1122599,0.0,1.921797,1.85,18626,4.5333333,12.3,6.0826,6.7380047,5.2026596,Kansas,6204.0,23314,,6622.0,,2752.419,283.09308
20.0,1992.0,2.0,2112.0,3115.0,75268,1132151,0.0,1.898414,1.78,19692,4.625,11.1,6.2297993,6.783265,6.081202,Kansas,6297.0,23994,,,,2805.9734,275.13998
20.0,1993.0,2.0,2099.0,3246.0,75475,1141733,0.0,0.3098693,1.75,20234,5.075,13.1,6.246128,6.9190593,5.7499433,Kansas,7141.0,24255,6600.0,,,2781.0532,284.30466
20.0,1994.0,2.0,2356.0,3537.0,75882,1150827,0.0,0.8016602,1.73,20990,4.85,14.9,6.29089,7.1024637,5.5802855,Kansas,6291.0,17256,6655.0,,,3104.8206,307.3442
20.0,1995.0,1.0,2581.0,3873.0,75963,1158418,0.0,0.3227329,1.72,21558,4.3916664,10.8,6.3196363,7.308669,6.343697,Kansas,6094.0,16547,7452.0,,,3397.7068,334.33527
20.0,1996.0,1.0,2771.0,4276.0,75478,1162202,0.0,0.3487782,1.69,22845,4.375,11.2,6.3256273,7.5171137,4.666188,Kansas,6004.0,15732,7883.0,,,3671.2686,367.92227
20.0,1997.0,1.0,2830.0,4339.0,75646,1169779,0.0,0.7249818,1.71,24041,3.9,9.7,6.3650427,7.6838546,2.5424128,Kansas,6150.0,16339,8168.0,,,3741.1099,370.92477
20.0,1998.0,2.0,2851.0,4539.0,77177,1181671,0.0,0.868535,1.79,25483,3.7666667,9.6,6.4815545,7.826098,1.3530793,Kansas,6025.0,17219,8189.0,,,3694.1057,384.11707
20.0,1999.0,2.0,2878.0,4847.0,78262,1192980,0.0,0.7274224,1.84,26195,3.525,12.3,6.585618,7.8562527,2.090849,Kansas,5909.0,16785,8860.0,,,3677.3914,406.2935
20.0,2000.0,2.0,2803.0,4191.0,77707,1136717,0.0,0.8844436,1.82,27694,3.775,8.0,6.6952367,7.7690835,1.1141826,Kansas,3829.0,15992,8786.0,,,3607.1396,368.69336
21.0,1985.0,1.0,1520.0,3230.0,125606,1661301,0.0,0.3101769,1.86,11631,9.091667,19.4,7.2884235,8.37465,0.56820947,Kentucky,3694.0,6594,,5020.0,,1210.1333,194.42593
21.0,1986.0,1.0,1645.0,3421.0,125218,1655826,0.0,0.7191069,1.84,12065,9.225,17.7,7.275475,8.37092,0.73203903,Kentucky,3370.0,6841,4921.0,5327.0,,1313.7089,206.60384
21.0,1987.0,1.0,1702.0,3543.0,124952,1651648,0.0,0.4316712,1.76,12807,8.325,17.3,7.257083,8.271693,1.1672447,Kentucky,3338.0,7181,5170.0,5576.0,,1362.123,214.51302
21.0,1988.0,2.0,2058.0,4712.0,124920,1648667,0.0,1.013508,1.79,13564,7.625,17.6,7.2409515,8.129737,1.7116896,Kentucky,3443.0,7398,6602.0,6469.0,,1647.4543,285.80664
21.0,1989.0,2.0,2356.0,5485.0,125014,1645433,0.0,1.339938,1.76,14612,6.491667,16.1,7.22464,7.911992,2.882408,Kentucky,3133.0,8062,6646.0,6485.0,,1884.5889,333.3469
21.0,1990.0,2.0,2563.0,5979.0,126021,1650973,0.0,1.155597,1.83,15437,6.108333,17.3,7.1910043,7.69879,3.2755394,Kentucky,3183.0,7482,8051.0,7866.0,,2033.788,362.1501
21.0,1991.0,1.0,2929.0,6354.0,126669,1661065,0.0,1.237813,1.78,16162,7.4166665,18.8,7.211855,7.4519763,3.3043838,Kentucky,3345.0,9828,8455.0,8270.0,,2312.326,382.52567
21.0,1992.0,1.0,3140.0,6676.0,128189,1680481,0.0,1.032813,1.71,17175,6.9583335,19.7,7.2585773,7.3643417,3.9835675,Kentucky,3684.0,10750,9119.0,8923.0,,2449.508,397.2672
21.0,1993.0,1.0,3275.0,6607.0,129109,1696049,0.0,1.266126,1.73,17520,6.383333,20.4,7.265865,7.3807397,4.144582,Kentucky,4148.0,11689,9560.0,9383.0,,2536.6165,389.55243
21.0,1994.0,2.0,3746.0,6659.0,129705,1710282,0.0,1.326863,1.73,18225,5.4583335,18.5,7.3155923,7.4371123,5.7676,Kentucky,4380.0,11417,10156.0,9486.0,,2888.0923,389.35098
21.0,1995.0,1.0,4109.0,7190.0,130608,1724700,0.0,2.32915,1.71,18879,5.5666666,14.7,7.355535,7.4962177,5.78789,Kentucky,4257.0,11499,10411.0,10164.0,,3146.0554,416.8841
21.0,1996.0,2.0,4451.0,7609.0,131490,1735870,0.0,2.507514,1.72,19854,5.491667,17.0,7.408015,7.5285206,4.005577,Kentucky,4621.0,11689,9232.0,9003.0,7104.0,3385.0483,438.33926
21.0,1997.0,1.0,5176.0,8334.0,132991,1748189,0.0,3.209762,1.72,20855,5.383333,15.9,7.4781985,7.509208,2.4286907,Kentucky,4233.0,12093,10774.0,10827.0,8934.0,3891.9927,476.72192
21.0,1998.0,2.0,5166.0,8736.0,135238,1758861,0.0,3.396129,1.72,22043,4.5583334,13.5,7.5613084,7.4318447,2.1076984,Kentucky,4508.0,17594,11428.0,11180.0,7421.0,3819.9324,496.68506
21.0,1999.0,1.0,5335.0,8750.0,137194,1769820,0.0,3.299528,1.74,22763,4.65,12.1,7.6482654,7.2797694,1.8665757,Kentucky,4868.0,18988,11947.0,11707.0,7421.0,3888.654,494.40057
21.0,2000.0,1.0,4850.0,8869.0,144079,1776414,0.0,2.156132,1.74,24412,4.233333,12.6,7.716046,7.0569983,1.5313058,Kentucky,4614.0,19620,11445.0,11196.0,,3366.2087,499.26425
22.0,1985.0,1.0,9562.0,3718.0,618959,1486273,0.0,0.5119354,2.49,12113,11.458333,18.1,32.13612,8.640042,2.2679718,Louisiana,3346.0,26638,11017.0,11017.0,11017.0,1544.8519,250.15593
22.0,1986.0,2.0,9845.0,3828.0,620168,1479600,0.0,0.5051649,2.42,12005,12.475,22.0,32.08527,8.599615,3.4486763,Louisiana,4166.0,27677,11080.0,11080.0,11080.0,1587.473,258.71857
22.0,1987.0,1.0,10585.0,4117.0,614681,1452784,0.0,0.4838393,2.34,12212,11.8,25.1,32.02994,8.474111,5.293687,Louisiana,7243.0,30313,11738.0,11738.0,11738.0,1722.0314,283.38693
22.0,1988.0,2.0,11213.0,4360.0,611207,1427598,0.0,1.323521,2.37,13036,10.5,22.8,31.985506,8.305309,6.480892,Louisiana,7387.0,31218,12330.0,12330.0,12330.0,1834.5667,305.4081
22.0,1989.0,1.0,11922.0,4637.0,609197,1409701,0.0,1.855482,2.38,13976,7.625,23.3,31.944277,8.058595,9.522858,Louisiana,9177.0,32295,13535.0,13535.0,13535.0,1957.0024,328.935
22.0,1990.0,2.0,12830.0,4991.0,606004,1394023,0.0,1.261886,2.54,15173,5.8583336,23.6,31.76111,7.815504,9.806867,Louisiana,8877.0,30191,14697.0,14697.0,14697.0,2117.1477,358.02853
22.0,1991.0,2.0,14135.0,4956.0,613195,1397427,0.0,1.570929,2.46,15900,6.883333,19.0,32.01483,7.6520023,11.849681,Louisiana,10331.0,30861,15493.0,15493.0,15493.0,2305.1394,354.6518
22.0,1992.0,1.0,15303.0,4571.0,622213,1401749,0.0,1.863497,2.51,16771,7.8416667,24.5,32.316837,7.6441364,14.744924,Louisiana,12192.0,30468,17131.0,17131.0,17131.0,2459.4473,326.09262
22.0,1993.0,2.0,16424.0,4885.0,629481,1398685,0.0,1.526749,2.47,17413,7.4416666,26.4,32.64448,7.7218246,16.170778,Louisiana,14463.0,32434,17131.0,17131.0,17131.0,2609.1335,349.25662
22.0,1994.0,2.0,17593.0,5130.0,636310,1401389,0.0,1.654475,2.39,18411,7.5416665,25.7,32.91712,7.8649683,17.044353,Louisiana,17112.0,33604,15884.0,15675.0,,2764.8474,366.06537
22.0,1995.0,2.0,18439.0,5282.0,642857,1404194,0.0,1.640457,2.5,19077,6.6916666,19.7,33.166264,8.052701,18.429794,Louisiana,19028.0,33753,17231.0,17804.0,,2868.2896,376.15884
22.0,1996.0,1.0,19561.0,5603.0,647594,1403405,0.0,1.418879,2.44,19786,6.3333335,20.5,33.406094,8.205344,15.685822,Louisiana,19082.0,35375,17631.0,17664.0,,3020.5654,399.24326
22.0,1997.0,2.0,21085.0,6262.0,652289,1404864,0.0,1.838494,2.44,20681,5.725,16.3,33.590733,8.283264,10.517814,Louisiana,19927.0,35453,18470.0,18467.0,,3232.463,445.7371
22.0,1998.0,2.0,23149.0,6854.0,656411,1407425,0.0,1.889548,2.43,21772,5.333333,19.1,33.7578,8.332868,9.661413,Louisiana,18759.0,33028,19016.0,18975.0,,3526.6016,486.98865
22.0,1999.0,1.0,23475.0,7183.0,660672,1406447,0.0,1.607848,2.46,22014,4.7083335,19.2,33.93404,8.278271,8.720387,Louisiana,20716.0,35118,19174.0,19363.0,,3553.2004,510.71957
22.0,2000.0,1.0,25374.0,7562.0,683490,1398018,0.0,0.943382,2.43,23079,4.95,17.2,34.08516,8.140019,9.038501,Louisiana,22860.0,35854,19448.0,19701.0,,3712.4172,540.9086
23.0,1985.0,2.0,15.0,1161.0,2571,557433,0.0,1.223291,2.56,12556,5.55,11.9,0.42222336,7.975682,0.42983538,Maine,,4451,1033.0,1033.0,1033.0,583.43054,208.27615
23.0,1986.0,1.0,11.0,1270.0,2682,560835,0.0,0.6235551,2.56,13494,5.233333,10.2,0.42071036,7.9370503,1.452655,Maine,,4620,1033.0,1033.0,1033.0,410.1417,226.44806
23.0,1987.0,1.0,15.0,1265.0,2795,568020,0.0,-0.5880331,2.55,14546,4.3416667,11.7,0.41812253,7.7994328,0.59084696,Maine,,4605,934.0,1237.0,934.0,536.6726,222.70343
23.0,1988.0,2.0,15.0,1221.0,2934,577274,0.0,-0.011838,2.54,15710,3.65,13.2,0.41579866,7.6207395,1.6611061,Maine,,6059,934.0,934.0,934.0,511.24744,211.51134
23.0,1989.0,1.0,16.0,1378.0,3063,585040,0.0,0.0585281,2.44,16803,4.0,10.4,0.41342795,7.3802996,2.2951498,Maine,,6851,1049.0,1049.0,1049.0,522.3637,235.53944
23.0,1990.0,2.0,29.0,1440.0,3153,590181,0.0,1.860598,2.34,17376,5.275,13.1,0.40554872,7.126382,3.491056,Maine,,7549,1193.0,1193.0,1193.0,919.759,243.99295
23.0,1991.0,1.0,34.0,1463.0,3197,592093,0.0,0.213193,2.25,17526,7.5666666,14.1,0.4133324,6.8651123,2.9909117,Maine,36.0,6943,1193.0,1193.0,1193.0,1063.4971,247.08957
23.0,1992.0,2.0,29.0,1411.0,3120,591566,0.0,0.2417143,2.23,18253,7.125,13.5,0.41557226,6.7190523,3.5526617,Maine,39.0,8942,1353.0,1353.0,1353.0,929.4872,238.51945
23.0,1993.0,2.0,34.0,1368.0,3061,592726,0.0,0.8183291,2.22,18639,6.6083336,15.4,0.41577932,6.694588,5.876188,Maine,38.0,8712,1353.0,1353.0,1353.0,1110.7482,230.79803
23.0,1994.0,2.0,25.0,1383.0,2899,591724,0.0,0.8818413,2.17,19387,6.4666667,9.4,0.40298286,6.7529225,5.954958,Maine,40.0,8638,1353.0,1353.0,1353.0,862.36633,233.72383
23.0,1995.0,2.0,26.0,1303.0,3033,591002,0.0,0.3636328,2.19,20140,5.825,11.2,0.43394637,6.8315535,6.0314603,Maine,55.0,8641,1353.0,1353.0,1353.0,857.23706,220.47302
23.0,1996.0,2.0,41.0,1357.5,3183,593639,0.0,1.195868,2.22,21203,5.258333,11.2,0.46105233,6.911117,2.802107,Maine,57.0,7753,1490.0,1490.0,1490.0,1288.093,228.67433
23.0,1997.0,1.0,56.0,1412.0,3345,595309,0.0,2.773318,2.19,22179,5.125,10.1,0.5146983,6.9809384,2.2314775,Maine,67.0,7178,1437.0,1590.0,1437.0,1674.1405,237.18774
23.0,1998.0,2.0,56.0,1433.0,3522,596189,0.0,1.933708,2.16,23596,4.508333,10.4,0.5688829,7.042896,1.5089821,Maine,33.0,6953,1460.0,1629.0,1460.0,1590.0057,240.36002
23.0,1999.0,2.0,60.0,1508.0,3480,600783,0.0,1.039998,2.26,24484,3.95,10.6,0.574865,7.030268,1.4998326,Maine,28.0,7524,1460.0,1639.0,1460.0,1724.138,251.00577
23.0,2000.0,1.0,46.0,1394.0,3976,600927,0.0,1.190756,2.29,25969,3.275,10.1,0.6530922,6.9945073,1.4875267,Maine,28.0,7788,1428.0,1641.0,1460.0,1156.9417,231.97493
24.0,1985.0,1.0,9093.0,3476.0,500313,1583237,0.0,1.022807,2.81,17069,4.6916666,8.7,26.559769,7.6285806,2.7185462,Maryland,7308.0,67138,,13328.0,9435.0,1817.4623,219.5502
24.0,1986.0,1.0,9333.0,3525.0,512655,1603794,0.0,1.446893,2.75,18068,4.5583334,9.2,26.52174,7.4974623,4.122558,Maryland,7494.0,69134,,13646.0,9544.0,1820.5226,219.79132
24.0,1987.0,1.0,9382.0,3597.0,524039,1627154,0.0,1.29687,2.74,19208,4.3166666,9.2,26.480854,7.2931304,6.2634687,Maryland,8063.0,72816,,13874.0,10958.0,1790.3247,221.06082
24.0,1988.0,1.0,10031.0,3701.0,539832,1650799,0.0,2.851097,2.62,20582,4.116667,9.8,26.447197,7.0576963,7.770595,Maryland,9225.0,78619,,14561.0,11352.0,1858.1707,224.19447
24.0,1989.0,2.0,11674.0,4087.0,552964,1666774,0.0,3.622975,2.54,21900,3.725,9.0,26.41271,6.7651634,11.613306,Maryland,9862.0,84456,,16554.0,11477.0,2111.1682,245.20421
24.0,1990.0,2.0,13135.0,3735.0,566810,1683893,0.0,2.045653,2.51,22852,4.55,9.9,26.216133,6.4829564,14.229849,Maryland,11192.0,82898,,17907.0,12246.0,2317.355,221.80745
24.0,1991.0,2.0,13946.0,4346.0,580748,1695123,0.0,1.941925,2.33,23304,6.225,9.1,26.69498,6.181413,17.790958,Maryland,12350.0,77988,,18880.0,13984.0,2401.3857,256.38257
24.0,1992.0,1.0,14570.0,4387.0,593478,1702617,0.0,2.216755,2.26,24139,6.5833335,11.8,27.140617,6.0493345,20.717525,Maryland,13058.0,82948,,19804.0,12856.0,2455.0193,257.66217
24.0,1993.0,1.0,14816.0,4414.0,606399,1705322,0.0,3.229308,2.19,24720,5.991667,9.7,27.672722,6.0144143,24.980446,Maryland,13858.0,80208,,20279.0,13361.0,2443.276,258.83676
24.0,1994.0,1.0,15454.0,4462.0,620056,1709088,0.0,3.640979,2.15,25587,5.1583333,10.7,28.197813,6.0645504,29.58356,Maryland,14795.0,76940,,20952.0,12392.0,2492.3555,261.07492
24.0,1995.0,1.0,15879.0,4458.0,632372,1713417,0.0,3.595862,2.09,26393,5.0583334,10.1,28.72117,6.176508,31.71577,Maryland,15748.0,71029,,21589.0,13384.0,2511.022,260.18185
24.0,1996.0,1.0,16349.0,4605.0,645858,1713399,0.0,3.463819,2.08,27393,4.9416666,10.3,29.28471,6.301015,25.01963,Maryland,16246.0,70553,,22885.0,,2531.3613,268.764
24.0,1997.0,2.0,16423.0,4665.0,658002,1715224,0.0,3.703497,2.07,28666,4.758333,8.4,29.803646,6.442018,14.910822,Maryland,15763.0,74612,,22921.0,,2495.8892,271.97614
24.0,1998.0,2.0,16690.0,4706.0,672023,1717285,0.0,3.853797,2.08,30317,4.2833333,7.2,30.313568,6.584309,13.334706,Maryland,15528.0,78051,,22688.0,,2483.546,274.0372
24.0,1999.0,2.0,17183.0,4760.0,684664,1720367,0.0,3.628405,2.08,31796,3.5833333,7.3,30.778193,6.6724977,13.930893,Maryland,15007.0,81286,,23213.0,,2509.6982,276.68515
24.0,2000.0,2.0,17481.0,4788.0,689991,1656409,0.0,2.008471,2.09,34257,3.5666666,7.4,31.12084,6.7467213,12.197734,Maryland,13666.0,81523,,23659.0,,2533.5112,289.05905
25.0,1985.0,2.0,1740.0,3326.0,137444,2616369,0.0,2.170756,3.01,16910,4.0916667,9.2,5.3110743,7.8369465,2.0570753,Massachusetts,4496.0,86597,3257.0,,,1265.9701,127.12274
25.0,1986.0,2.0,1721.0,3249.0,141701,2620922,0.0,2.649437,2.96,18148,3.9833333,9.2,5.3041058,7.7604327,3.4217522,Massachusetts,3998.0,94945,3265.0,,,1214.5292,123.96401
25.0,1987.0,2.0,2001.0,3460.0,146015,2630055,0.0,3.958913,2.93,19575,3.3583333,8.2,5.294887,7.592573,5.5593133,Massachusetts,4018.0,97571,,,3790.0,1370.4071,131.55618
25.0,1988.0,2.0,2215.0,3602.0,150805,2645380,0.0,4.861462,2.86,21341,3.3,8.5,5.2884865,7.385339,7.172878,Massachusetts,4333.0,92353,,,3891.0,1468.7842,136.16191
25.0,1989.0,1.0,2657.0,3819.0,155576,2655509,0.0,5.535561,2.75,22342,4.1666665,8.8,5.28217,7.115816,9.47552,Massachusetts,4688.0,88529,,,4494.0,1707.8469,143.81424
25.0,1990.0,1.0,2895.0,4017.0,158499,2651961,0.0,3.914281,2.63,23043,6.3166666,10.7,5.014848,6.753601,10.5435505,Massachusetts,4720.0,72459,,,4864.0,1826.5099,151.47281
25.0,1991.0,2.0,2899.0,4128.0,162624,2633877,0.0,4.95638,2.49,23432,8.833333,11.0,5.1766615,6.1719675,13.591495,Massachusetts,4944.0,54172,,,5650.0,1782.6396,156.72714
25.0,1992.0,2.0,3062.0,4702.0,166869,2625515,0.0,4.617449,2.38,24538,8.841667,10.3,5.3308015,5.860774,15.210553,Massachusetts,4645.0,48312,,,6999.0,1834.9723,179.08867
25.0,1993.0,1.0,2883.0,4515.0,171348,2625468,0.0,5.026711,2.38,25176,7.325,10.7,5.468412,5.8060555,17.209606,Massachusetts,4370.0,47154,,,6902.0,1682.5408,171.96935
25.0,1994.0,1.0,2866.0,4428.0,174554,2629273,0.0,6.110833,2.38,26303,6.2333336,9.7,5.571593,5.8560276,19.802334,Massachusetts,4755.0,46670,,,6904.0,1641.8988,168.41158
25.0,1995.0,2.0,2718.0,4315.0,177485,2638722,0.0,5.642361,2.35,27457,5.475,11.0,5.657262,5.948258,18.839214,Massachusetts,5256.0,43680,,,7603.0,1531.397,163.52614
25.0,1996.0,1.0,3328.0,5174.0,180662,2644359,0.0,5.48076,2.35,28933,4.5833335,10.1,5.7669315,6.083363,12.411493,Massachusetts,4836.0,44858,,,7938.0,1842.114,195.66179
25.0,1997.0,1.0,3290.0,5187.0,186151,2650080,0.0,5.672508,2.39,30498,4.0833335,12.2,5.9412785,6.225769,6.151565,Massachusetts,4596.0,46430,,,8138.0,1767.3824,195.72993
25.0,1998.0,2.0,3223.0,4930.0,191418,2657141,0.0,6.005205,2.39,32524,3.4,8.7,6.107834,6.3749094,5.070284,Massachusetts,4489.0,46567,,,9162.0,1683.7498,185.53777
25.0,1999.0,1.0,3034.0,4774.0,197255,2660541,0.0,5.438181,2.39,34227,3.2583332,11.8,6.276429,6.464852,5.03376,Massachusetts,4304.0,46267,,,9162.0,1538.1106,179.4372
25.0,2000.0,2.0,2837.0,4561.0,165651,2579901,0.0,3.314717,2.55,37756,2.7583332,9.8,6.406675,6.47936,4.7785788,Massachusetts,3703.0,45233,,,9162.0,1712.6368,176.78973
26.0,1985.0,1.0,9497.0,7108.0,571112,3775371,0.0,0.5000161,2.58,14773,10.05,14.5,14.541648,8.272518,0.68292904,Michigan,6639.0,99365,,14387.0,,1662.8962,188.27289
26.0,1986.0,2.0,11174.0,8224.0,578039,3788830,0.0,0.9245673,2.56,15607,8.858334,13.9,14.516467,8.243592,1.0954154,Michigan,5703.0,102653,,16784.0,,1933.0875,217.0591
26.0,1987.0,1.0,12674.0,9533.0,585981,3805033,0.0,1.16663,2.5,16053,8.333333,12.2,14.489078,8.119239,1.882736,Michigan,6342.0,110241,,20076.0,,2162.8687,250.53659
26.0,1988.0,2.0,14939.0,10787.0,591364,3810512,0.0,1.411927,2.47,17028,7.6083336,12.1,14.463719,7.9510546,2.7767515,Michigan,7677.0,115132,21454.0,,,2526.1936,283.08533
26.0,1989.0,1.0,17290.0,12147.0,599287,3815202,0.0,1.319779,2.38,18225,7.1833334,13.2,14.439843,7.7110615,4.0309415,Michigan,9890.0,122459,24850.0,,,2885.0952,318.3842
26.0,1990.0,2.0,18616.0,13247.0,608363,3830590,0.0,1.060384,2.42,18922,7.741667,14.3,14.397829,7.44888,4.6717334,Michigan,11901.0,133439,26266.0,,,3060.0151,345.8214
26.0,1991.0,2.0,19930.0,13951.0,616317,3859283,0.0,1.360242,2.26,19324,9.3,14.1,14.529696,7.135119,5.5635657,Michigan,12275.0,136855,26209.0,,,3233.7256,361.492
26.0,1992.0,1.0,21272.0,15118.0,624466,3887181,0.0,1.245561,2.21,20338,9.141666,13.6,14.64006,6.9833364,6.7622705,Michigan,13436.0,135012,27086.0,,,3406.4304,388.91937
26.0,1993.0,2.0,21026.0,15554.0,632359,3907399,0.0,1.186137,2.18,21129,7.4,15.4,14.777655,6.945462,8.186485,Michigan,14015.0,139753,27548.0,,,3325.01,398.0653
26.0,1994.0,2.0,21686.0,15915.0,639153,3929037,0.0,1.56048,2.1,22694,6.1666665,14.1,14.90519,6.990783,8.845836,Michigan,12846.0,142640,27966.0,,,3392.9277,405.0611
26.0,1995.0,2.0,21859.0,16170.0,645861,3957067,0.0,1.363623,2.06,23508,5.358333,12.2,15.014131,7.0922594,8.970453,Michigan,13862.0,141436,,41371.0,,3384.4744,408.636
26.0,1996.0,2.0,22493.0,16599.0,649682,3984459,0.0,1.495543,2.08,24306,4.9333334,11.2,15.076863,7.193591,6.168889,Michigan,14609.0,147598,,42959.0,,3462.1553,416.59357
26.0,1997.0,1.0,23763.0,17645.0,652934,4001319,0.0,1.322559,2.06,25367,4.3166666,10.3,15.157505,7.2625885,4.332733,Michigan,14351.0,165449,,45146.0,,3639.4185,440.97958
26.0,1998.0,2.0,24186.0,18226.0,656584,4014102,0.0,1.722948,2.12,26919,3.975,11.0,15.268511,7.3055873,3.5438876,Michigan,15331.0,170997,,44804.0,,3683.6108,454.04926
26.0,1999.0,2.0,24476.0,18585.0,662421,4027233,0.0,1.946582,2.11,28095,3.775,9.7,15.375669,7.270552,3.243369,Michigan,15541.0,170041,,47178.0,,3694.9312,461.4831
26.0,2000.0,2.0,25076.0,18946.0,668715,3918849,0.0,1.491731,2.12,29552,3.7166667,9.9,15.44845,7.2188396,3.2844136,Michigan,15753.0,170276,,48974.0,,3749.8784,483.45828
27.0,1985.0,1.0,480.0,1504.0,38499,1962052,0.0,1.594677,2.68,15166,6.0,12.6,2.2583935,7.90532,0.62121505,Minnesota,1364.0,32986,2410.0,2410.0,2546.0,1246.7856,76.65444
27.0,1986.0,1.0,514.0,1537.0,40668,1967730,0.0,1.560838,2.56,15957,5.5666666,12.5,2.2542665,7.803511,1.4504005,Minnesota,1437.0,38901,2495.0,2495.0,2633.0,1263.893,78.11031
27.0,1987.0,2.0,576.0,1572.0,42819,1977462,0.0,1.706824,2.56,16886,5.15,11.3,2.2482853,7.607216,1.8414494,Minnesota,1444.0,44363,2605.0,2605.0,2717.0,1345.1973,79.49584
27.0,1988.0,1.0,707.0,1664.0,45350,2002759,0.0,1.646952,2.49,17511,4.3,11.6,2.2432668,7.369246,2.0014565,Minnesota,1639.0,56901,2964.0,2964.0,2976.0,1558.9857,83.08538
27.0,1989.0,2.0,795.0,1820.0,47779,2018055,0.0,1.212826,2.43,18923,4.358333,11.2,2.2385952,7.0708003,2.4664965,Minnesota,1699.0,58648,3098.0,3113.0,3098.0,1663.9109,90.185844
27.0,1990.0,1.0,838.0,1806.0,49908,2038076,0.0,0.4685989,2.55,19891,4.7833333,12.0,2.2344627,6.795734,3.8042243,Minnesota,1873.0,59323,3198.0,3198.0,3198.0,1679.0895,88.61298
27.0,1991.0,2.0,991.0,1865.0,51689,2054344,0.0,0.4088766,2.35,20278,5.2083335,12.9,2.3439474,6.5833883,4.4585967,Minnesota,1702.0,71407,3414.0,3414.0,3414.0,1917.2357,90.78324
27.0,1992.0,1.0,1126.0,2008.0,54661,2071212,0.0,0.0545188,2.35,21443,5.116667,13.0,2.515478,6.5892396,4.204137,Minnesota,1901.0,72938,3678.0,3678.0,3678.0,2059.9697,96.94807
27.0,1993.0,1.0,1335.0,2111.0,57484,2092330,0.0,0.5623958,2.33,21636,4.9416666,11.6,2.682735,6.6997385,4.609353,Minnesota,1834.0,75961,3845.0,3845.0,3845.0,2322.3853,100.8923
27.0,1994.0,2.0,1458.0,2285.0,60208,2108360,0.0,0.7914601,2.35,22985,4.0916667,11.7,2.867141,6.8873005,5.9865236,Minnesota,1904.0,81972,4095.0,4095.0,4095.0,2421.605,108.378075
27.0,1995.0,1.0,1620.0,2369.0,63014,2123225,0.0,0.8338057,2.32,24078,3.7166667,9.2,3.0443041,7.0928593,5.4504333,Minnesota,2117.0,83778,4554.0,4554.0,4554.0,2570.8572,111.575554
27.0,1996.0,2.0,1758.0,2461.0,65608,2140648,0.0,0.6078984,2.34,25716,3.9166667,9.8,3.217128,7.304066,3.925457,Minnesota,2377.0,90202,5014.0,5014.0,5014.0,2679.5513,114.96519
27.0,1997.0,2.0,1858.0,2435.0,68563,2154772,0.0,1.077319,2.33,26953,3.2916667,9.6,3.4147894,7.4856143,1.6794761,Minnesota,2446.0,94920,5327.0,5327.0,5327.0,2709.9165,113.005
27.0,1998.0,1.0,1981.0,2481.0,71964,2167755,0.0,1.009895,2.27,28993,2.7416668,10.3,3.6527605,7.615118,1.4542699,Minnesota,2995.0,100818,5567.0,5724.0,5724.0,2752.7654,114.4502
27.0,1999.0,2.0,2112.0,2550.0,76412,2184963,0.0,1.450106,2.36,30106,2.7916667,7.3,3.9075692,7.626417,1.4158257,Minnesota,3151.0,113265,5664.0,5786.0,5786.0,2763.9639,116.70678
27.0,2000.0,2.0,2157.0,2898.0,88986,2170573,0.0,1.040936,2.37,32017,3.1083333,5.7,4.164414,7.5886946,1.4591889,Minnesota,3072.0,115906,6321.0,6321.0,6321.0,2423.9768,133.51314
28.0,1985.0,1.0,4156.0,1831.0,426791,807064,0.0,0.0186328,2.04,9892,10.783333,25.1,36.34675,9.101981,0.3862828,Mississippi,3392.0,6636,5650.0,,,973.77875,226.87172
28.0,1986.0,2.0,4432.0,1881.0,426871,809347,0.0,0.2565772,2.04,10194,12.083333,26.6,36.293922,9.127462,1.1565217,Mississippi,3454.0,6458,5878.0,,,1038.2528,232.40959
28.0,1987.0,2.0,4542.0,1950.0,425487,807066,0.0,0.4377046,2.01,10802,10.433333,25.0,36.230766,9.072102,2.124442,Mississippi,3456.0,6752,6375.0,,,1067.4827,241.61592
28.0,1988.0,2.0,4898.0,2095.0,423922,802748,0.0,0.3788098,2.03,11561,8.725,27.2,36.180332,8.972238,3.5648248,Mississippi,3177.0,6854,6651.0,6318.0,6511.0,1155.4012,260.97855
28.0,1989.0,2.0,5221.0,2252.0,423272,798830,0.0,0.6602089,2.0,12495,8.041667,22.0,36.131935,8.789863,4.972235,Mississippi,3349.0,7333,7204.0,7657.0,7091.0,1233.4858,281.9123
28.0,1990.0,1.0,5663.0,2217.0,424754,797969,0.0,0.4554846,2.08,13089,7.6833334,25.7,35.963394,8.575604,5.661335,Mississippi,3478.0,8221,8136.0,8594.0,8091.0,1333.2423,277.83035
28.0,1991.0,2.0,6055.0,2287.0,429608,799346,0.0,0.59768,2.05,13702,8.9,23.7,36.20175,8.286192,5.8490043,Mississippi,3292.0,9309,8524.0,8098.0,8524.0,1409.4244,286.1089
